Company,Date,total_score,env_score,soc_score,gov_score,orga_score,policy_score,practice_score,practice_self_score,practice_ext_score,practice_cert_score,sust_policy_score,landbank_score,cert_standards_score,def_biodiv_score,hcv_hcs_score,soils_fire_score,water_chemicals_score,community_land_labour_score,smallholders_suppliers_score,gov_grievance_score,Parent company,Subsidiaries,Bloomberg ticker,Thomson Reuters ticker,Sedol,RSPO Member,Location,Sustainability Report,SR Year
Michelin,Mar-23,80.1,78.18,79.82,74.64,90,93.44,55.68,38.6,17.08,0,97.7,81.8,36.1,77.1,78.6,86.3,77.1,84.2,81.3,82.1,Compagnie Générale des Établissements Michelin SCA,Royal Lestari Utama,ML FP Equity,,,,"Brazil (Bahia), Indonesia (Jambi, Sumatra and East Kalimantan)",https://www.michelin.com/en/publications/2021-universal-registration-document/,2021
Michelin,Mar-22,81.8,80.83,77.07,73.31,87.18,91.14,62.72,47.72,15,0,-,-,-,-,-,-,-,-,-,-,Compagnie Générale des Établissements Michelin SCA,Royal Lestari Utama,ML FP Equity,,,,"Brazil (Bahia), Indonesia (Jambi, Sumatra and East Kalimantan)",https://www.michelin.com/en/publications/2021-universal-registration-document/,2021
Pirelli & C,Mar-23,61.7,51.71,63.24,66.13,51.92,73.53,50,31.67,18.33,0,90,26.7,60,40,70,75,50,77.2,45.8,82.1,ChemChina,"Pirelli Tyre SpA, Pirelli Ltda, Pirelli Uk Ltd , Pirelli Group Reinsurance Company SA, Pirelli Servizi Amministrazione e Tesoreria SpA, Pirelli International Treasury SpA",PIRC IM Equity,,,,"Argentina (Merlo), Brazil (Campinas, Fiera de Santana, Gravatai), China (Yanzhou, Jiaozou, Shenzhou), Italy (Milan, Bollate, Settimo Torinese), Indonesia (Subang), Germany (Breuberg), Mexico (Silao), Romania (Slatina), Russia (Kirov, Voronezh), Turkey (Izmit), United Kingdom (Burton, Carlisle), United States of America (Rome)",,
Pirelli & C,Mar-22,59.4,52.14,61.15,57.76,48,73,45.69,29.31,16.38,0,-,-,-,-,-,-,-,-,-,-,ChemChina,"Pirelli Tyre SpA, Pirelli Ltda, Pirelli Uk Ltd , Pirelli Group Reinsurance Company SA, Pirelli Servizi Amministrazione e Tesoreria SpA, Pirelli International Treasury SpA",PIRC IM Equity,,,,"Argentina (Merlo), Brazil (Campinas, Fiera de Santana, Gravatai), China (Yanzhou, Jiaozou, Shenzhou), Italy (Milan, Bollate, Settimo Torinese), Indonesia (Subang), Germany (Breuberg), Mexico (Silao), Romania (Slatina), Russia (Kirov, Voronezh), Turkey (Izmit), United Kingdom (Burton, Carlisle), United States of America (Rome)",,
Sampoerna Agro Tbk PT (Hutan Ketapang Industri PT),Mar-23,81.4,75.68,87.11,76.25,78.85,85.47,78.89,8.33,35,35.56,82.5,100,50,81.7,75,62.5,80,91.7,0,95.8,Sampoerna Strategic Group,PT Hutan Ketapang Industri,SGRO IJ Equity,SGRO.JK,,,Indonesia (West Kalimantan),https://bit.ly/3Ev265C,2021
Sampoerna Agro Tbk PT (Hutan Ketapang Industri PT),Mar-22,76,69.4,82.5,68.75,75,81.98,69.29,22.86,46.43,0,-,-,-,-,-,-,-,-,-,-,Sampoerna Strategic Group,PT Hutan Ketapang Industri,SGRO IJ Equity,SGRO.JK,,,Indonesia (West Kalimantan),https://bit.ly/3Ev265C,2021
Sampoerna Agro Tbk PT (Hutan Ketapang Industri PT),Mar-21,72.7,71.03,80.77,62.5,68,84.76,60.94,27.34,33.59,0,-,-,-,-,-,-,-,-,-,-,Sampoerna Strategic Group,PT Hutan Ketapang Industri,SGRO IJ Equity,SGRO.JK,,,Indonesia (West Kalimantan),https://bit.ly/3Ev265C,2021
Sampoerna Agro Tbk PT (Hutan Ketapang Industri PT),Nov-19,72,68.42,79.25,63.24,72.92,84.21,56.45,40.32,16.13,0,-,-,-,-,-,-,-,-,-,-,Sampoerna Strategic Group,PT Hutan Ketapang Industri,SGRO IJ Equity,SGRO.JK,,,Indonesia (West Kalimantan),https://bit.ly/3Ev265C,2021
SIAT Group,Mar-23,42.2,36.45,42.52,32.14,38.16,58.75,23.39,17.74,5.65,0,52.3,31,20,36.5,54.6,41.7,41.3,59.2,10.7,67.9,,"The Compagnie Hévéicole de Cavally (CHC), SIAT Gabon",2028234D BB Equity,,,,"Nigeria, Ghana, Gabon, Côte d'Ivoire",https://siat-group.com/wp-content/uploads/2022/06/SIAT-Sustainability-report-2021-FINAL-en-Website.pdf,2021
SIAT Group,Mar-22,51.8,43.8,53.06,39.29,50,65.19,31.25,23.96,7.29,0,-,-,-,-,-,-,-,-,-,-,,"The Compagnie Hévéicole de Cavally (CHC), SIAT Gabon",2028234D BB Equity,,,,"Nigeria, Ghana, Gabon, Côte d'Ivoire",https://siat-group.com/wp-content/uploads/2022/06/SIAT-Sustainability-report-2021-FINAL-en-Website.pdf,2021
SIAT Group,Mar-21,54.7,48.4,61.89,58.33,62.5,72.22,29.38,24.38,5,0,-,-,-,-,-,-,-,-,-,-,,"The Compagnie Hévéicole de Cavally (CHC), SIAT Gabon",2028234D BB Equity,,,,"Nigeria, Ghana, Gabon, Côte d'Ivoire",https://siat-group.com/wp-content/uploads/2022/06/SIAT-Sustainability-report-2021-FINAL-en-Website.pdf,2021
SIAT Group,Nov-19,57.2,48.36,62.87,57.29,61.11,77.66,30.63,23.13,7.5,0,-,-,-,-,-,-,-,-,-,-,,"The Compagnie Hévéicole de Cavally (CHC), SIAT Gabon",2028234D BB Equity,,,,"Nigeria, Ghana, Gabon, Côte d'Ivoire",https://siat-group.com/wp-content/uploads/2022/06/SIAT-Sustainability-report-2021-FINAL-en-Website.pdf,2021
Socfin Group,Mar-23,60.2,55.96,64.28,57.58,59.72,75.32,39.9,23.52,16.38,0,72.7,63.9,40.6,50,75,43.2,64.1,71.7,41.7,78.6,Hubert Fabri,"Société des Caoutchoucs de Grand-Béréby (SOGB), Sud Comoe Caoutchouc (SCC), PT Socfin Indonesia (Socfindo), Okomu, Socapalm, SAFACAM, PSG, LAC, SOCFIN-KCD AND COVIPHAMA",SOCFI LX Equity,SLXSF.PK,,,"Cambodia, Cameroon, Cote d'Ivoire, Ghana, Indonesia, Liberia, Nigeria",https://bit.ly/3UXh9ea,2021
Socfin Group,Mar-22,62.3,56.86,63.05,53.57,56.76,74.68,47.16,28.04,19.12,0,-,-,-,-,-,-,-,-,-,-,Hubert Fabri,"Société des Caoutchoucs de Grand-Béréby (SOGB), Sud Comoe Caoutchouc (SCC), PT Socfin Indonesia (Socfindo), Okomu, Socapalm, SAFACAM, PSG, LAC, SOCFIN-KCD AND COVIPHAMA",SOCFI LX Equity,SLXSF.PK,,,"Cambodia, Cameroon, Cote d'Ivoire, Ghana, Indonesia, Liberia, Nigeria",https://bit.ly/3UXh9ea,2021
Socfin Group,Mar-21,67.7,62.95,74.25,66,66.07,80.39,53.05,31.71,21.34,0,-,-,-,-,-,-,-,-,-,-,Hubert Fabri,"Société des Caoutchoucs de Grand-Béréby (SOGB), Sud Comoe Caoutchouc (SCC), PT Socfin Indonesia (Socfindo), Okomu, Socapalm, SAFACAM, PSG, LAC, SOCFIN-KCD AND COVIPHAMA",SOCFI LX Equity,SLXSF.PK,,,"Cambodia, Cameroon, Cote d'Ivoire, Ghana, Indonesia, Liberia, Nigeria",https://bit.ly/3UXh9ea,2021
Socfin Group,Nov-19,67,63.31,73.16,64.58,62.96,79.17,55,33.13,21.88,0,-,-,-,-,-,-,-,-,-,-,Hubert Fabri,"Société des Caoutchoucs de Grand-Béréby (SOGB), Sud Comoe Caoutchouc (SCC), PT Socfin Indonesia (Socfindo), Okomu, Socapalm, SAFACAM, PSG, LAC, SOCFIN-KCD AND COVIPHAMA",SOCFI LX Equity,SLXSF.PK,,,"Cambodia, Cameroon, Cote d'Ivoire, Ghana, Indonesia, Liberia, Nigeria",https://bit.ly/3UXh9ea,2021
Société Internationale de Plantations d'Hévéas (SIPH),Mar-23,71.5,69.38,69.21,69.83,74.29,94.08,40.09,20.69,19.4,0,81.8,65.6,59.4,75,72.7,69.3,72.8,75.7,44.4,82.1,SIFCA Group,"Ghana Rubber Estates Limited (GREL), Société Africaine des Plantations d'Hévéa (SAPH), Rubber Estate Nigeria Limited (RENL), Cavalla Rubber Corporation (CRC)",SIPH FP Equity,,,,"Côte d'Ivoire (San-Pédro, Nawa, Abidjan, Sud-Comoé, Indénié-Djuablin), Ghana (Western), Liberia (Maryland County), Nigeria (Ondo)",http://siph.groupesifca.com/fr/developpement-durable/declaration-de-performance-extra-financiere,2021
Société Internationale de Plantations d'Hévéas (SIPH),Mar-22,67.6,63.68,67.53,60.48,71.62,84.87,38.5,26.5,10,0,-,-,-,-,-,-,-,-,-,-,SIFCA Group,"Ghana Rubber Estates Limited (GREL), Société Africaine des Plantations d'Hévéa (SAPH), Rubber Estate Nigeria Limited (RENL), Cavalla Rubber Corporation (CRC)",SIPH FP Equity,,,,"Côte d'Ivoire (San-Pédro, Nawa, Abidjan, Sud-Comoé, Indénié-Djuablin), Ghana (Western), Liberia (Maryland County), Nigeria (Ondo)",http://siph.groupesifca.com/fr/developpement-durable/declaration-de-performance-extra-financiere,2021
Société Internationale de Plantations d'Hévéas (SIPH),Mar-21,58.9,48.84,68.93,65,65.52,73.04,37.79,27.33,10.47,0,-,-,-,-,-,-,-,-,-,-,SIFCA Group,"Ghana Rubber Estates Limited (GREL), Société Africaine des Plantations d'Hévéa (SAPH), Rubber Estate Nigeria Limited (RENL), Cavalla Rubber Corporation (CRC)",SIPH FP Equity,,,,"Côte d'Ivoire (San-Pédro, Nawa, Abidjan, Sud-Comoé, Indénié-Djuablin), Ghana (Western), Liberia (Maryland County), Nigeria (Ondo)",http://siph.groupesifca.com/fr/developpement-durable/declaration-de-performance-extra-financiere,2021
Société Internationale de Plantations d'Hévéas (SIPH),Nov-19,38.7,30.7,48.55,52.08,54.46,40.63,25.61,23.17,2.44,0,-,-,-,-,-,-,-,-,-,-,SIFCA Group,"Ghana Rubber Estates Limited (GREL), Société Africaine des Plantations d'Hévéa (SAPH), Rubber Estate Nigeria Limited (RENL), Cavalla Rubber Corporation (CRC)",SIPH FP Equity,,,,"Côte d'Ivoire (San-Pédro, Nawa, Abidjan, Sud-Comoé, Indénié-Djuablin), Ghana (Western), Liberia (Maryland County), Nigeria (Ondo)",http://siph.groupesifca.com/fr/developpement-durable/declaration-de-performance-extra-financiere,2021
Southland Global Pte Ltd,Mar-23,47.3,36.54,48.13,49.17,37.93,62.5,30.15,22.06,8.09,0,50,30.6,70,55,40,38.9,27.3,65,17.9,67.9,,,6075138Z SP Equity,,,,"Thailand (Southern Region), Indonesia (Sumatera Island and Kalimantan Island), Myanmar (Yangon, Mon state), Malaysia (Sembilan, Kedah), Cote d'Ivoire (Montagnes)",https://www.southlandholding.com/new/dist/img/report/2021/Southland_Rubber_SR2021.pdf,2021
Southland Global Pte Ltd,Mar-22,38.7,27.24,39.84,50,39.29,48.18,22.52,16.45,6.06,0,-,-,-,-,-,-,-,-,-,-,,,6075138Z SP Equity,,,,"Thailand (Southern Region), Indonesia (Sumatera Island and Kalimantan Island), Myanmar (Yangon, Mon state), Malaysia (Sembilan, Kedah), Cote d'Ivoire (Montagnes)",https://www.southlandholding.com/new/dist/img/report/2021/Southland_Rubber_SR2021.pdf,2021
Sri Trang Agro-Industry Public Company Ltd,Mar-23,37.3,29.26,38.53,48.83,43.06,33.55,38.71,13.62,5.17,19.91,70.5,23.5,26.7,22.1,11.1,29.6,41.5,52.1,11.1,82.1,,,STA TB Equity,,,,"Indonesia, Myanmar, Thailand (Songkhla, Suratthani, Trang)",https://www.sritranggroup.com/misc/sustainability/20220707-sta-sd-report-2021-en.pdf,2021
Sri Trang Agro-Industry Public Company Ltd,Mar-22,14.2,9.44,13.94,20.39,24.42,11.88,9.91,9.91,0,0,-,-,-,-,-,-,-,-,-,-,,,STA TB Equity,,,,"Indonesia, Myanmar, Thailand (Songkhla, Suratthani, Trang)",https://www.sritranggroup.com/misc/sustainability/20220707-sta-sd-report-2021-en.pdf,2021
Sumitomo Rubber Industries,Mar-23,38.5,31.67,38.93,39.52,28.85,54.9,20.31,12.5,7.81,0,52.5,6.7,50,50,40,63.9,6.8,55.4,21.4,46.4,,,5110 JT Equity,,,,"Brazil, China, Indonesia, Thailand, United States of America, Turkey, South Africa, Philippines, Malaysia, Slovenia, Switzerland, Viet Nam, Japan.",https://www.srigroup.co.jp/english/sustainability/dvql4p000000f222-att/2022_IntegratedReport.pdf,2022
Sumitomo Rubber Industries,Mar-22,42,36.46,40.67,40.52,30,57,27.42,15.32,12.1,0,-,-,-,-,-,-,-,-,-,-,,,5110 JT Equity,,,,"Brazil, China, Indonesia, Thailand, United States of America, Turkey, South Africa, Philippines, Malaysia, Slovenia, Switzerland, Viet Nam, Japan.",https://www.srigroup.co.jp/english/sustainability/dvql4p000000f222-att/2022_IntegratedReport.pdf,2022
The Yokohama Rubber Co Ltd,Mar-23,50,39.76,50.89,51.56,51.67,57.02,37.84,30.41,7.43,0,77.5,28.6,41.7,30,50,58.3,25,69.2,35.7,82.1,,"Aichi Tire Industry Co Ltd, Yokohama Industrial Products Japan Co Ltd (YMJ), Yokohama Tire Retread Company Limited (YTR), Yokohama Mold Co Ltd (YMC), Yokohama Tire Manufacturing Virginia LLC (YTMV), Yokohama India Pvt Ltd, YT Rubber Co Ltd",5101 JT Equity,,,,"Japan (Hokkaido, Nagano, Ibaraki, Hiroshima, Aichi, Shizuoka, Mie, Kanagawa, Tokyo), United States of America (Mississippi, Virginia), China (Hangzhou, Suzhou), Viet Nam (Binh Duong Province), Thailand (Rayong Province), India (Haryana, Tamil Nadu), Russia (Lipetsk Region), Israel (Hadera), Philippines, Singapore",https://www.y-yokohama.com/csr/information/backnumber/pdf/2022/csr2022_a4_en.pdf,2022
The Yokohama Rubber Co Ltd,Mar-22,44.3,32.1,44.21,47.5,45,52.68,30.56,22.92,7.64,0,-,-,-,-,-,-,-,-,-,-,,"Aichi Tire Industry Co Ltd, Yokohama Industrial Products Japan Co Ltd (YMJ), Yokohama Tire Retread Company Limited (YTR), Yokohama Mold Co Ltd (YMC), Yokohama Tire Manufacturing Virginia LLC (YTMV), Yokohama India Pvt Ltd, YT Rubber Co Ltd",5101 JT Equity,,,,"Japan (Hokkaido, Nagano, Ibaraki, Hiroshima, Aichi, Shizuoka, Mie, Kanagawa, Tokyo), United States of America (Mississippi, Virginia), China (Hangzhou, Suzhou), Viet Nam (Binh Duong Province), Thailand (Rayong Province), India (Haryana, Tamil Nadu), Russia (Lipetsk Region), Israel (Hadera), Philippines, Singapore",https://www.y-yokohama.com/csr/information/backnumber/pdf/2022/csr2022_a4_en.pdf,2022
Top Glove Corporation Bhd,Mar-23,54.5,42.9,48.78,56.25,55,64.91,37.14,1.43,35.71,0,87.5,26.2,16.7,20,40,75,81.3,69.2,25,71.4,,,TOPG MK Equity,,,,"China (Jiang Su), Malaysia (Johor, Kedah, Kelantan, Negeri Sembilan, Perak, Selangor), Thailand (Phuket, Songkhla), Viet Nam (Binh Duong)",https://bit.ly/3US23pB,2022
Top Glove Corporation Bhd,Mar-22,44.5,31.73,45.57,51.67,53.45,49.11,29.41,5.88,23.53,0,-,-,-,-,-,-,-,-,-,-,,,TOPG MK Equity,,,,"China (Jiang Su), Malaysia (Johor, Kedah, Kelantan, Negeri Sembilan, Perak, Selangor), Thailand (Phuket, Songkhla), Viet Nam (Binh Duong)",https://bit.ly/3US23pB,2022
Toyo Tire Corporation,Mar-23,36.7,27,35,38.71,38.46,46.08,20.31,9.38,10.94,0,72.5,6.7,40,50,30,41.7,15.9,54.4,7.1,53.6,,,5105 JT Equity,,,,"China, Japan, Malaysia, Serbia, United States of America",https://www.toyotires-global.com/csr/report/,2022
Viet Nam Rubber Group (VRG),Mar-23,28.8,25.47,33.12,29.12,21.95,46.15,11.25,8.38,2.87,0,59.1,21.2,14.6,27.1,71.4,25,16.7,40.8,9.1,14.3,,"Dong Nai General Rubber Company Limited, Phuoc Hoa Rubber Joint Stock Company, Viet Phu Rieng Rubber Joint Stock Company, Dong Phu Rubber Joint Stock Company, Tan Bien Rubber Joint Stock Company",GVR VN Equity,,,,"Viet Nam (?ông Nam B?, Tây Nam B?, Duyên h?i Mi?nTrung, Tây Nguyên, Phía B?c), Laos, Cambodia (Kampong Thom, Kratie, Rattanakiri, Odor Meanchey, Preah Vihea, Siem Reap, Mondolkiri).",https://vnrubbergroup.com/quan-he-co-dong/Bao-cao-thuong-nien,2022
Viet Nam Rubber Group (VRG),Mar-22,33.3,28.67,34.35,29.29,26.74,48.44,16.75,14.96,1.79,0,-,-,-,-,-,-,-,-,-,-,,"Dong Nai General Rubber Company Limited, Phuoc Hoa Rubber Joint Stock Company, Viet Phu Rieng Rubber Joint Stock Company, Dong Phu Rubber Joint Stock Company, Tan Bien Rubber Joint Stock Company",GVR VN Equity,,,,"Viet Nam (?ông Nam B?, Tây Nam B?, Duyên h?i Mi?nTrung, Tây Nguyên, Phía B?c), Laos, Cambodia (Kampong Thom, Kratie, Rattanakiri, Odor Meanchey, Preah Vihea, Siem Reap, Mondolkiri).",https://vnrubbergroup.com/quan-he-co-dong/Bao-cao-thuong-nien,2022
Viet Nam Rubber Group (VRG),Mar-21,38.5,35.58,45.49,42.86,37.5,55,20.63,18.13,2.5,0,-,-,-,-,-,-,-,-,-,-,,"Dong Nai General Rubber Company Limited, Phuoc Hoa Rubber Joint Stock Company, Viet Phu Rieng Rubber Joint Stock Company, Dong Phu Rubber Joint Stock Company, Tan Bien Rubber Joint Stock Company",GVR VN Equity,,,,"Viet Nam (?ông Nam B?, Tây Nam B?, Duyên h?i Mi?nTrung, Tây Nguyên, Phía B?c), Laos, Cambodia (Kampong Thom, Kratie, Rattanakiri, Odor Meanchey, Preah Vihea, Siem Reap, Mondolkiri).",https://vnrubbergroup.com/quan-he-co-dong/Bao-cao-thuong-nien,2022
Viet Nam Rubber Group (VRG),Nov-19,42.7,38.16,48.13,32.29,42.31,57.45,25.63,21.25,0,0,-,-,-,-,-,-,-,-,-,-,,"Dong Nai General Rubber Company Limited, Phuoc Hoa Rubber Joint Stock Company, Viet Phu Rieng Rubber Joint Stock Company, Dong Phu Rubber Joint Stock Company, Tan Bien Rubber Joint Stock Company",GVR VN Equity,,,,"Viet Nam (?ông Nam B?, Tây Nam B?, Duyên h?i Mi?nTrung, Tây Nguyên, Phía B?c), Laos, Cambodia (Kampong Thom, Kratie, Rattanakiri, Odor Meanchey, Preah Vihea, Siem Reap, Mondolkiri).",https://vnrubbergroup.com/quan-he-co-dong/Bao-cao-thuong-nien,2022
Zhongce Rubber Group Co Ltd (中策橡胶集团有限公司),Mar-23,0.5,0.67,0.72,0,2.08,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,,,HARUBZ CH Equity,,,,"United States of America (California), Brazil (São Paulo), Thailand (Rayong), Germany (Hannover)",,
Zhongce Rubber Group Co Ltd (中策橡胶集团有限公司),Mar-22,0.5,0.69,0.75,0,2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,,,HARUBZ CH Equity,,,,"United States of America (California), Brazil (São Paulo), Thailand (Rayong), Germany (Hannover)",,
Royal Lestari Utama,Mar-22,49.9,40.57,59.56,40,54.05,48.73,48.56,9.13,39.42,0,-,-,-,-,-,-,-,-,-,-,Barito Pacific (Satria Cemerlang) and Michelin,"PT. Lestari Asri Jaya, PT. Wanamukti Wisesa, and PT. Multi Kusuma Cemerlang.",BBG00JRZQG98 Equity,,,,"Indonesia (Jambi, Sumatra and East Kalimantan)",https://bit.ly/3HUTwwm,2020
Royal Lestari Utama,Mar-21,55,50.89,64.71,44,53.45,59.8,50,6.1,43.9,0,-,-,-,-,-,-,-,-,-,-,Barito Pacific (Satria Cemerlang) and Michelin,"PT. Lestari Asri Jaya, PT. Wanamukti Wisesa, and PT. Multi Kusuma Cemerlang.",BBG00JRZQG98 Equity,,,,"Indonesia (Jambi, Sumatra and East Kalimantan)",https://bit.ly/3HUTwwm,2020
Royal Lestari Utama,Nov-19,50,47.22,60.32,35,46.43,59.76,42.31,1.28,41.03,0,-,-,-,-,-,-,-,-,-,-,Barito Pacific (Satria Cemerlang) and Michelin,"PT. Lestari Asri Jaya, PT. Wanamukti Wisesa, and PT. Multi Kusuma Cemerlang.",BBG00JRZQG98 Equity,,,,"Indonesia (Jambi, Sumatra and East Kalimantan)",https://bit.ly/3HUTwwm,2020
