permid,nace_code,country_iso,final_weight
4295856620,06.10,AU,0.1
4295856620,06.20,AU,0.43333333333333335
4295856620,35.11,AU,0.4
4295856620,49.50,AU,0.06666666666666667
4295856917,24.10,AU,1.0
4295856983,05.10,AU,0.18918918918918917
4295856983,05.20,AU,0.07761340635789975
4295856983,05.20,US,0.02458626026907965
4295856983,06.20,AU,0.02702702702702703
4295856983,06.20,DZ,0.02702702702702703
4295856983,06.20,TT,0.02702702702702703
4295856983,07.10,AU,0.18918918918918917
4295856983,07.29,AU,0.13513513513513511
4295856983,07.29,BO,0.027027027027027025
4295856983,07.29,BR,0.027027027027027025
4295856983,07.29,CL,0.08108108108108107
4295856983,07.29,PE,0.027027027027027025
4295856983,35.11,AU,0.027027027027027025
4295856983,35.11,CL,0.027027027027027025
4295856983,49.50,AU,0.08698952256220978
4295857124,19.20,AU,1.0
4295857141,06.10,AU,0.1
4295857141,06.10,PG,0.1
4295857141,06.10,TL,0.05
4295857141,06.20,AU,0.4
4295857141,06.20,TL,0.1
4295857141,49.50,AU,0.1452020202020202
4295857141,49.50,PG,0.1047979797979798
4295857272,07.29,AU,1.0
4295857433,06.20,AU,0.8888888888888888
4295857433,49.50,AU,0.1111111111111111
4295857460,07.29,AU,0.75
4295857460,07.29,CA,0.125
4295858398,07.10,AU,1.0
4295858622,51.10,AU,0.9041095890410958
4295858622,51.10,NF,0.0136986301369863
4295858622,51.10,NZ,0.0273972602739726
4295858622,51.10,SG,0.0136986301369863
4295858622,51.10,TL,0.0136986301369863
4295858622,51.10,TO,0.0136986301369863
4295858622,51.10,WS,0.0136986301369863
4295858761,24.10,AU,0.5842020569509551
4295858761,24.10,MY,0.0752116420625481
4295858761,24.10,NZ,0.10844469320646472
4295858761,24.10,US,0.2122017770936822
4295858761,24.20,ID,0.01993983068634996
4295858976,24.10,AT,0.6000000000000001
4295858976,24.10,BR,0.1
4295858976,24.10,DE,0.1
4295858976,24.10,SE,0.1
4295858976,24.10,US,0.1
4295859007,06.10,IQ,0.038461538461538464
4295859007,06.10,LY,0.038461538461538464
4295859007,06.10,NO,0.11538461538461539
4295859007,06.10,NZ,0.07692307692307693
4295859007,06.10,RU,0.038461538461538464
4295859007,06.20,AT,0.038461538461538464
4295859007,19.20,AT,0.038461538461538464
4295859007,19.20,DE,0.038461538461538464
4295859007,19.20,RO,0.07692307692307693
4295859007,20.11,AT,0.04585933665240867
4295859007,20.11,FR,0.09213940116401374
4295859007,20.13,BE,0.040389874482855345
4295859007,20.13,FI,0.12958418063249422
4295859007,20.13,SE,0.06942009676740762
4295859007,20.13,US,0.08414557183928195
4295859007,35.11,RO,0.038461538461538464
4295859071,35.11,AT,0.4107744107744108
4295859071,35.11,RO,0.5892255892255893
4295859421,35.11,BG,0.2
4295859421,35.11,DE,0.2
4295859421,35.11,ES,0.1
4295859421,35.11,FR,0.4
4295859421,35.11,IT,0.1
4295859731,35.11,BR,1.0
4295859739,35.11,BR,1.0
4295859761,07.10,BR,0.4444444444444444
4295859761,07.29,BR,0.125
4295859761,07.29,BW,0.013888888888888888
4295859761,07.29,CA,0.1111111111111111
4295859761,24.10,BR,0.05600358422939068
4295859761,24.10,OM,0.013440860215053764
4295859761,35.11,BR,0.2361111111111111
4295859763,35.11,BR,1.0
4295859808,35.11,BR,1.0
4295859955,35.11,BR,1.0
4295860016,35.11,BR,1.0
4295860040,17.11,BR,0.5985149482185892
4295860040,17.12,BR,0.0937927440891031
4295860040,35.11,BR,0.30769230769230765
4295860294,06.20,BR,0.14285714285714285
4295860294,35.11,BR,0.7142857142857142
4295860294,49.50,BR,0.14285714285714285
4295860302,10.11,AU,0.10494516540741512
4295860302,10.11,BR,0.4442862617064499
4295860302,10.11,CA,0.060538160008201634
4295860302,10.11,US,0.3713624883496315
4295860302,35.11,BR,0.018867924528301886
4295860372,17.11,BR,0.3333333333333333
4295860372,35.11,BR,0.6666666666666667
4295860606,35.11,CA,1.0
4295860623,35.11,CA,0.566425470332851
4295860623,35.11,US,0.4335745296671491
4295861140,07.29,AR,0.16666666666666666
4295861140,07.29,BO,0.16666666666666666
4295861140,07.29,LR,0.16666666666666666
4295861140,07.29,MX,0.16666666666666666
4295861140,07.29,PE,0.3333333333333333
4295861147,06.20,CA,1.0
4295861257,05.10,CA,0.14285714285714285
4295861257,05.20,CA,0.21342512908777966
4295861257,07.29,CA,0.14285714285714285
4295861257,07.29,CL,0.2857142857142857
4295861257,52.22,CA,0.21514629948364888
4295861296,35.11,BB,0.06666666666666667
4295861296,35.11,BS,0.13333333333333333
4295861296,35.11,CA,0.6327789884161028
4295861296,35.11,US,0.16722101158389724
4295861310,06.20,CA,0.4545454545454546
4295861310,20.13,CA,0.36363636363636365
4295861310,35.11,CA,0.18181818181818182
4295861508,17.11,CA,1.0
4295861818,35.11,CA,0.25
4295861818,35.11,US,0.5
4295861818,49.50,CA,0.25
4295862531,35.11,CA,0.5666369842683289
4295862531,35.11,MX,0.0771742356782428
4295862531,35.11,NL,0.3561887800534283
4295862540,07.10,MR,0.11111111111111112
4295862540,07.29,FI,0.11111111111111112
4295862540,07.29,MM,0.11111111111111112
4295862540,07.29,NA,0.11111111111111112
4295862540,07.29,SE,0.11111111111111112
4295862540,07.29,ZM,0.22222222222222224
4295862540,35.11,PA,0.2222222222222222
4295862910,35.11,CA,1.0
4295863289,51.10,BS,0.012345679012345678
4295863289,51.10,CA,0.6296296296296295
4295863289,51.10,CU,0.024691358024691357
4295863289,51.10,DO,0.012345679012345678
4295863289,51.10,MX,0.024691358024691357
4295863289,51.10,US,0.2962962962962963
4295863334,17.11,AR,0.0
4295863334,17.11,BR,0.09183583794709553
4295863334,17.11,CL,0.8248308287195711
4295863334,17.11,MX,0.0
4295863334,17.12,AR,0.0
4295863334,35.11,BR,0.08333333333333333
4295863358,35.11,CO,1.0
4295863663,05.10,CN,0.75
4295863663,35.11,CN,0.25
4295863693,05.10,CN,0.2222222222222222
4295863693,35.11,CN,0.7777777777777778
4295863694,35.11,CN,1.0
4295863698,05.10,CN,0.9090909090909092
4295863698,35.11,CN,0.09090909090909091
4295863739,35.11,CN,1.0
4295863742,05.10,CN,0.14285714285714285
4295863742,24.10,CN,0.14285714285714285
4295863742,35.11,CN,0.7142857142857142
4295863765,35.11,US,0.09013548314858358
4295863765,35.11,VN,0.7431978501847497
4295863765,35.11,ZA,0.08333333333333333
4295863765,52.22,CN,0.08333333333333333
4295863780,05.10,CN,0.3636363636363636
4295863780,35.11,CN,0.6363636363636364
4295863803,05.10,CN,0.13178294573643412
4295863803,35.11,CN,0.8415999007879269
4295863803,35.11,ID,0.026617153475638995
4295863845,35.11,CN,1.0
4295863850,35.11,CN,1.0
4295863939,24.10,CN,1.0
4295863971,35.11,CN,1.0
4295863989,24.10,CN,1.0
4295863994,35.11,CN,1.0
4295864048,05.10,CN,0.3333333333333333
4295864048,49.50,CN,0.6666666666666666
4295864049,05.10,CN,1.0
4295864057,05.10,CN,1.0
4295864110,23.51,CN,0.9824572858852977
4295864110,23.51,KH,0.017542714114702363
4295864144,05.10,CN,0.625
4295864144,35.11,CN,0.375
4295864185,07.10,CN,0.5
4295864185,07.29,DO,0.5
4295864198,05.10,CN,0.25
4295864198,35.11,CN,0.75
4295864209,35.11,CN,1.0
4295864218,05.10,CN,1.0
4295864253,05.10,CN,0.018404907975460124
4295864253,35.11,CN,0.98159509202454
4295864259,51.10,CN,0.9
4295864259,51.10,JP,0.05
4295864259,51.10,LA,0.05
4295864268,05.10,CN,0.9166666666666666
4295864268,35.11,CN,0.08333333333333333
4295864272,51.10,CN,1.0
4295864274,07.29,CN,0.8
4295864274,35.11,CN,0.2
4295864276,51.10,CN,1.0
4295864289,35.11,CN,1.0
4295864297,05.10,CN,0.4807073954983923
4295864297,05.20,CN,0.01929260450160772
4295864297,24.10,CN,0.08333333333333333
4295864297,24.10,IN,0.08333333333333333
4295864297,35.11,RS,0.08333333333333333
4295864297,35.11,US,0.25
4295864310,23.51,CN,0.9601895734597157
4295864310,23.51,ID,0.039810426540284355
4295864370,20.59,CN,1.0
4295864381,05.10,CN,0.16666666666666666
4295864381,07.10,RU,0.09259259259259259
4295864381,07.10,SD,0.018518518518518517
4295864381,07.10,SE,0.07407407407407407
4295864381,07.10,SL,0.037037037037037035
4295864381,07.10,SZ,0.018518518518518517
4295864381,35.11,CN,0.5925925925925926
4295864455,05.10,CN,0.25
4295864455,20.59,CN,0.1
4295864455,35.11,CN,0.65
4295864471,05.10,US,0.5
4295864471,23.51,CN,0.5
4295864472,05.10,AU,0.045454545454545456
4295864472,05.10,CN,0.1818181818181818
4295864472,35.11,CN,0.7727272727272727
4295864477,35.11,CN,0.9722222222222222
4295864477,35.11,GH,0.027777777777777776
4295864488,35.11,CN,1.0
4295864515,05.10,CN,0.015748031496062992
4295864515,35.11,CN,0.9763779527559056
4295864515,52.22,CN,0.007874015748031496
4295864541,35.11,CN,1.0
4295864603,23.51,CN,1.0
4295864604,24.10,CN,0.3333333333333333
4295864604,35.11,CN,0.6666666666666666
4295864640,07.29,AU,0.3333333333333333
4295864640,07.29,CD,0.6666666666666666
4295864676,05.10,CN,0.45
4295864676,35.11,CN,0.55
4295864702,07.29,CN,1.0
4295864757,23.51,SN,0.010309278350515464
4295864757,35.11,RS,0.020618556701030927
4295864757,35.11,RU,0.38144329896907214
4295864757,35.11,SA,0.15463917525773196
4295864757,35.11,SE,0.041237113402061855
4295864757,35.11,SG,0.020618556701030927
4295864757,35.11,SK,0.07216494845360824
4295864757,35.11,SN,0.030927835051546393
4295864757,35.11,TG,0.030927835051546393
4295864757,35.11,TH,0.2268041237113402
4295864757,51.10,TO,0.010309278350515464
4295864761,05.10,CN,0.0035714285714285713
4295864761,35.11,CN,0.9928571428571429
4295864761,35.11,SG,0.0035714285714285713
4295864849,52.22,CN,1.0
4295864859,20.59,CN,0.4
4295864859,35.11,CN,0.6
4295864860,06.10,CA,0.009259259259259259
4295864860,06.10,CN,0.1388888888888889
4295864860,06.10,IQ,0.037037037037037035
4295864860,06.10,KZ,0.027777777777777776
4295864860,06.10,TD,0.027777777777777776
4295864860,06.10,TM,0.009259259259259259
4295864860,06.20,CN,0.24074074074074073
4295864860,06.20,IQ,0.009259259259259259
4295864860,19.20,CN,0.19444444444444442
4295864860,35.11,CN,0.29629629629629634
4295864860,35.11,KZ,0.009259259259259259
4295864892,52.22,CN,1.0
4295864974,05.10,CN,0.09090909090909091
4295864974,24.10,CN,0.2727272727272727
4295864974,35.11,CN,0.6363636363636364
4295865005,05.10,CN,0.03571428571428571
4295865005,35.11,CN,0.8457489607080596
4295865005,35.11,JP,0.00474147014310619
4295865005,35.11,PK,0.11379528343454856
4295865013,05.10,CN,0.5428571428571428
4295865013,20.59,CN,0.05714285714285714
4295865013,35.11,CN,0.39999999999999997
4295865029,05.10,CN,0.10526315789473684
4295865029,20.59,CN,0.05263157894736842
4295865029,35.11,CN,0.8421052631578948
4295865054,35.11,CN,1.0
4295865081,35.11,CN,1.0
4295865144,35.11,CN,1.0
4295865157,07.29,CD,1.0
4295865167,05.10,CN,1.0
4295865199,35.11,CN,0.8571428571428571
4295865199,35.11,IN,0.14285714285714285
4295865212,05.10,CN,0.017857142857142856
4295865212,35.11,CN,0.9821428571428571
4295865242,05.10,CN,1.0
4295865280,05.10,CN,0.16666666666666666
4295865280,35.11,CN,0.3333333333333333
4295865280,49.50,CN,0.5
4295865389,07.10,CN,0.05
4295865389,24.10,CN,0.9213543964933958
4295865389,24.10,RS,0.0286456035066043
4295865403,35.11,CN,1.0
4295865468,07.29,CD,0.06666666666666667
4295865468,07.29,CL,0.06666666666666667
4295865468,07.29,CN,0.5333333333333333
4295865468,07.29,DO,0.06666666666666667
4295865468,07.29,RS,0.13333333333333333
4295865468,07.29,SA,0.13333333333333333
4295865471,24.10,CN,1.0
4295865508,35.11,CN,1.0
4295865534,35.11,CN,1.0
4295865561,51.10,BE,0.014084507042253521
4295865561,51.10,CN,0.9859154929577465
4295865570,05.10,CN,1.0
4295865582,35.11,CN,1.0
4295865585,35.11,CN,1.0
4295865657,35.11,CN,0.9999999999999999
4295865669,07.29,CN,1.0
4295865752,35.11,CZ,0.8754191905234934
4295865752,35.11,PL,0.12458080947650667
4295866012,35.11,DK,0.5666666666666667
4295866012,35.11,KR,0.43333333333333335
4295866353,17.11,FI,0.25
4295866353,17.11,UY,0.5
4295866353,35.11,DE,0.25
4295866391,19.20,FI,1.0
4295866448,17.11,FI,0.14285714285714285
4295866448,35.11,BR,0.14285714285714285
4295866448,35.11,FI,0.5714285714285714
4295866448,35.11,UY,0.14285714285714285
4295866494,35.11,FI,0.5904412293960987
4295866494,35.11,PL,0.17922694882314832
4295866494,35.11,RU,0.2303318217807529
4295866806,06.20,DZ,0.003703703703703704
4295866806,35.11,AE,0.011111111111111112
4295866806,35.11,AU,0.015995858392263123
4295866806,35.11,BE,0.12308211985695297
4295866806,35.11,BF,0.0019626129334674703
4295866806,35.11,BH,0.007407407407407408
4295866806,35.11,BR,0.004441702954689538
4295866806,35.11,CA,0.021522163231237314
4295866806,35.11,CL,0.054421753721205175
4295866806,35.11,DE,0.016637415950085305
4295866806,35.11,EG,0.013583347407945912
4295866806,35.11,ES,0.005253134966967496
4295866806,35.11,FR,0.15276697092307429
4295866806,35.11,GB,0.12447097814885799
4295866806,35.11,ID,0.0043900552459140785
4295866806,35.11,IN,0.04116322389404142
4295866806,35.11,IT,0.039516127058259104
4295866806,35.11,MA,0.07158372436278722
4295866806,35.11,MN,0.0028406239826502862
4295866806,35.11,MX,0.044577700428602554
4295866806,35.11,NL,0.007407407407407408
4295866806,35.11,PE,0.008780110491828157
4295866806,35.11,PL,0.007127383811013445
4295866806,35.11,PT,0.09381402418875157
4295866806,35.11,SA,0.02006794978178231
4295866806,35.11,SG,0.003703703703703704
4295866806,35.11,SN,0.0036153396142821824
4295866806,35.11,US,0.06134940042150405
4295866806,35.11,ZA,0.015184426379985166
4295866806,49.50,CL,0.0011883541295306002
4295866806,49.50,FR,0.013626460685284215
4295867230,35.11,BJ,0.45454545454545453
4295867230,35.11,SN,0.5454545454545454
4295867366,35.11,CA,0.25
4295867366,35.11,FR,0.5
4295867366,35.11,NL,0.25
4295867473,05.10,HU,0.023255813953488372
4295867473,35.11,CZ,0.1161944262225702
4295867473,35.11,DE,0.028059335124955034
4295867473,35.11,HU,0.09302325581395349
4295867473,35.11,PL,0.2510950758617771
4295867473,35.11,RO,0.046511627906976744
4295867473,35.11,SK,0.046511627906976744
4295867473,37.00,BE,0.0953402645972755
4295867473,37.00,CZ,0.14289231116819062
4295867473,37.00,FR,0.15711626144383617
4295868961,23.51,BA,0.0019518312634188404
4295868961,23.51,BD,0.013467635717589996
4295868961,23.51,BE,0.019030354818333692
4295868961,23.51,BF,0.006733817858794998
4295868961,23.51,BG,0.012198945396367752
4295868961,23.51,BJ,0.0016590565739060144
4295868961,23.51,BN,0.0024397890792735503
4295868961,23.51,CA,0.02223135809034059
4295868961,23.51,CD,0.01361402306234641
4295868961,23.51,CZ,0.010735071948803621
4295868961,23.51,DE,0.07061049286044714
4295868961,23.51,EE,0.0036596836189103257
4295868961,23.51,EG,0.06743577015112093
4295868961,23.51,ES,0.020201453576384996
4295868961,23.51,FR,0.0708514748621039
4295868961,23.51,GB,0.04152521012923582
4295868961,23.51,GE,0.018786375910406335
4295868961,23.51,GH,0.021470143897607243
4295868961,23.51,GR,0.004879578158547101
4295868961,23.51,HU,0.019225537944675575
4295868961,23.51,ID,0.02142857142857143
4295868961,23.51,IN,0.06621587561148415
4295868961,23.51,IS,0.006733817858794998
4295868961,23.51,IT,0.0923704145412966
4295868961,23.51,KZ,0.017566481370769563
4295868961,23.51,LR,0.006733817858794998
4295868961,23.51,MA,0.02708165877993641
4295868961,23.51,NL,0.0097591563170942
4295868961,23.51,NO,0.009173606938068549
4295868961,23.51,PL,0.013467635717589996
4295868961,23.51,RO,0.025422602206030393
4295868961,23.51,RU,0.0243978907927355
4295868961,23.51,SE,0.015126692291496012
4295868961,23.51,SL,0.006733817858794998
4295868961,23.51,TG,0.012198945396367752
4295868961,23.51,TH,0.0378655265103255
4295868961,23.51,TR,0.03030218036457749
4295868961,23.51,TZ,0.015809833233692606
4295868961,23.51,US,0.10461815571924983
4295868961,35.11,ID,0.014285714285714287
4295868979,51.10,AT,0.02564102564102564
4295868979,51.10,DE,0.4358974358974359
4295868979,51.10,EE,0.02564102564102564
4295868979,51.10,ES,0.02564102564102564
4295868979,51.10,FI,0.05128205128205128
4295868979,51.10,FR,0.02564102564102564
4295868979,51.10,GQ,0.02564102564102564
4295868979,51.10,IT,0.05128205128205128
4295868979,51.10,JE,0.02564102564102564
4295868979,51.10,NO,0.05128205128205128
4295868979,51.10,PL,0.02564102564102564
4295868979,51.10,RO,0.05128205128205128
4295868979,51.10,SE,0.02564102564102564
4295868979,51.10,SI,0.02564102564102564
4295868979,51.10,US,0.10256410256410256
4295868979,51.10,ZA,0.02564102564102564
4295869049,05.10,DE,0.01941747572815534
4295869049,05.10,HU,0.01941747572815534
4295869049,05.10,RU,0.00970873786407767
4295869049,06.10,IQ,0.00970873786407767
4295869049,35.11,AU,0.016969019210832943
4295869049,35.11,DE,0.6952314138707666
4295869049,35.11,ES,0.004570452165668472
4295869049,35.11,FR,0.00486218315496646
4295869049,35.11,GB,0.12134446310210759
4295869049,35.11,NL,0.07257850255177792
4295869049,35.11,PL,0.016482800895336297
4295869049,35.11,TR,0.00970873786407767
4295869118,35.11,DE,1.0
4295869198,06.20,MX,0.049999999999999996
4295869198,06.20,NL,0.15
4295869198,06.20,NO,0.09999999999999999
4295869198,20.13,BE,0.19661957618567105
4295869198,20.13,ES,0.033602421796165495
4295869198,20.13,US,0.21977800201816347
4295869198,20.59,US,0.05
4295869198,35.11,CN,0.05
4295869198,35.11,DE,0.15000000000000002
4295869217,35.11,DE,1.0
4295869236,06.20,NG,1.0
4295869238,35.11,AM,0.125
4295869238,35.11,ID,0.5892857142857143
4295869238,35.11,IN,0.03571428571428571
4295869238,35.11,MA,0.125
4295869238,35.11,PK,0.125
4295869244,35.11,CZ,0.11627906976744184
4295869244,35.11,DE,0.8837209302325582
4295869260,35.11,DE,1.0
4295869482,35.11,ES,1.0
4295869694,35.11,DE,1.0
4295870463,24.10,GR,0.25
4295870463,35.11,GR,0.75
4295870585,35.11,GR,1.0
4295870792,35.11,CN,1.0
4295870876,35.11,AU,1.0
4295871038,35.11,GB,1.0
4295871154,06.10,KZ,0.06666666666666667
4295871154,35.11,CN,0.5333333333333333
4295871154,49.50,CN,0.4
4295871540,05.20,AU,0.07826086956521738
4295871540,35.11,AU,0.49578926752839797
4295871540,35.11,CN,0.08695652173913045
4295871540,35.11,IN,0.24334116725421073
4295871540,35.11,TW,0.04347826086956522
4295871540,52.22,CN,0.052173913043478265
4295871573,35.11,CN,1.0
4295871971,23.51,CN,1.0000000000000002
4295872011,05.10,CN,0.020833333333333336
4295872011,35.11,CN,0.9791666666666666
4295872013,35.11,CN,1.0
4295872095,20.13,HU,0.6666666666666666
4295872095,20.13,SK,0.3333333333333333
4295872413,23.51,IN,1.0
4295872420,07.10,IN,0.16216216216216217
4295872420,24.10,DE,0.02702702702702703
4295872420,24.10,FR,0.02702702702702703
4295872420,24.10,GB,0.13513513513513514
4295872420,24.10,IN,0.2702702702702703
4295872420,24.10,NL,0.02702702702702703
4295872420,24.10,SG,0.02702702702702703
4295872420,24.10,TH,0.08108108108108109
4295872420,24.10,US,0.02702702702702703
4295872420,24.20,BE,0.02702702702702703
4295872420,35.11,IN,0.1891891891891892
4295872425,35.11,IN,1.0
4295872490,19.20,IN,1.0
4295872504,35.11,IN,1.0
4295872565,05.10,AU,0.25
4295872565,05.10,IN,0.25
4295872565,05.20,ID,0.49999999999999994
4295872661,35.11,IN,0.75
4295872661,49.50,IN,0.25
4295872684,06.20,IN,0.8571428571428571
4295872684,35.11,IN,0.14285714285714285
4295872801,35.11,IN,1.0
4295872888,07.10,IN,0.20689655172413793
4295872888,24.10,GE,0.0006737748182362855
4295872888,24.10,IN,0.46431644137907346
4295872888,24.10,IT,0.034482758620689655
4295872888,24.10,US,0.01776840449234548
4295872888,35.11,IN,0.27586206896551724
4295872971,35.11,IN,1.0
4295872979,06.20,IN,0.2
4295872979,35.11,IN,0.8
4295872982,05.20,IN,0.4
4295872982,24.10,IN,0.6000000000000001
4295872983,05.10,ID,0.11764705882352944
4295872983,35.11,IN,0.8823529411764706
4295873202,35.11,IN,1.0
4295873304,23.51,IN,0.42857142857142855
4295873304,35.11,IN,0.5714285714285714
4295873450,35.11,IN,1.0
4295873625,05.10,IN,0.05128205128205129
4295873625,07.29,IN,0.12820512820512822
4295873625,24.10,IN,0.05128205128205129
4295873625,35.11,IN,0.7692307692307693
4295873910,49.50,IN,1.0
4295873970,23.51,AE,0.08695652173913045
4295873970,23.51,CN,0.02173913043478261
4295873970,23.51,IN,0.8695652173913044
4295873970,35.11,IN,0.021739130434782608
4295874015,23.51,AE,0.0625
4295874015,23.51,IN,0.6875
4295874015,35.11,IN,0.1875
4295874015,52.22,IN,0.0625
4295874065,05.10,IN,0.07692307692307691
4295874065,05.10,MZ,0.15384615384615383
4295874065,05.10,ZA,0.07692307692307691
4295874065,07.10,IN,0.07692307692307691
4295874065,24.10,IN,0.3506430478039311
4295874065,24.10,OM,0.033972336811453535
4295874065,35.11,IN,0.23076923076923075
4295874173,05.10,IN,0.017341040462427744
4295874173,35.11,BD,0.005780346820809248
4295874173,35.11,IN,0.976878612716763
4295874376,23.51,ID,0.8879056047197641
4295874376,23.51,VN,0.11209439528023599
4295874393,05.10,ID,1.0
4295874596,07.29,ID,0.6666666666666666
4295874596,35.11,ID,0.3333333333333333
4295874867,23.51,BE,0.034482758620689655
4295874867,23.51,BR,0.06896551724137931
4295874867,23.51,CA,0.034482758620689655
4295874867,23.51,CH,0.034482758620689655
4295874867,23.51,DE,0.05172413793103448
4295874867,23.51,ES,0.017241379310344827
4295874867,23.51,FI,0.05172413793103448
4295874867,23.51,FR,0.15517241379310345
4295874867,23.51,GB,0.06896551724137931
4295874867,23.51,HU,0.034482758620689655
4295874867,23.51,IE,0.034482758620689655
4295874867,23.51,IN,0.05172413793103448
